address,size,price,garage,bedroom,bathroom,url
"Avenida Monteiro Tourinho, 950 - Tingui, Curitiba - PR",50,R$ 235.000,1 Vaga,2 Quartos,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-2-quartos-tingui-bairros-curitiba-com-garagem-50m2-venda-RS235000-id-2510318677/
"Rua Santa Catarina, 418 - Água Verde, Curitiba - PR",61,R$ 300.000,1 Vaga,3 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-3-quartos-agua-verde-bairros-curitiba-com-garagem-61m2-venda-RS300000-id-2508295880/
"Rua Padre Germano Mayer, 2065 - Cristo Rei, Curitiba - PR",60,R$ 440.000,1 Vaga,2 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-2-quartos-cristo-rei-bairros-curitiba-com-garagem-60m2-venda-RS440000-id-2510087575/
"Rua Teixeira Coelho - Batel, Curitiba - PR",79,R$ 895.000,2 Vagas,2 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-2-quartos-batel-bairros-curitiba-com-garagem-79m2-venda-RS895000-id-2497899297/
"Rua Engenheiro Arthur Bettes, 49 - Portão, Curitiba - PR",102-108,R$ 708.000,2 Vagas,3 Quartos,2 Banheiros,https://www.vivareal.com.br/imoveis-lancamento/evora-8279/
"Rua Guaianazes, 882 - Vila Izabel, Curitiba - PR",77-98,R$ 675.000,1-2 Vagas,2-3 Quartos,1-2 Banheiros,https://www.vivareal.com.br/imoveis-lancamento/stanford-9171/
"Rua Costa Rica, 858 - Bacacheri, Curitiba - PR",89,R$ 625.000,2 Vagas,3 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-3-quartos-bacacheri-bairros-curitiba-com-garagem-89m2-venda-RS625000-id-2504393665/
"Rua Alberto Folloni, 749 - Juvevê, Curitiba - PR",168-428,R$ 1.601.000,1-2 Vagas,3 Quartos,4 Banheiros,https://www.vivareal.com.br/imoveis-lancamento/art-house-2476294989/
"Rua José de Alencar, 158 - Cristo Rei, Curitiba - PR",85,R$ 350.000,1 Vaga,3 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-3-quartos-cristo-rei-bairros-curitiba-com-garagem-85m2-venda-RS350000-id-2506570285/
"Rua Luiz Ronaldo Canalli, 3025 - Campo Comprido, Curitiba - PR",53,R$ 190.000,1 Vaga,3 Quartos,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-3-quartos-campo-comprido-bairros-curitiba-com-garagem-53m2-venda-RS190000-id-2492563129/
"Rua Sete de Abril - Alto da Rua XV, Curitiba - PR",136,R$ 985.000,2 Vagas,3 Quartos,3 Banheiros,https://www.vivareal.com.br/imovel/apartamento-3-quartos-alto-da-rua-xv-bairros-curitiba-com-garagem-136m2-venda-RS985000-id-2501610271/
"Rua Urbano Lopes, 383 - Cristo Rei, Curitiba - PR",112,R$ 1.031.343,2 Vagas,3 Quartos,3 Banheiros,https://www.vivareal.com.br/imovel/apartamento-3-quartos-cristo-rei-bairros-curitiba-com-garagem-112m2-venda-RS1031343-id-2505205279/
"Rua Lothario Boutin - Pinheirinho, Curitiba - PR",65,R$ 250.000,1 Vaga,3 Quartos,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-3-quartos-pinheirinho-bairros-curitiba-com-garagem-65m2-venda-RS250000-id-2427761629/
"Rua Pedro Américo - Novo Mundo, Curitiba - PR",60,R$ 319.000,1 Vaga,2 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-2-quartos-novo-mundo-bairros-curitiba-com-garagem-60m2-venda-RS319000-id-2427779485/
"Rua Alferes Ângelo Sampaio, 2566 - Bigorrilho, Curitiba - PR",178-310,"A partir de
R$ 1.780.000",3-4 Vagas,3-4 Quartos,5-6 Banheiros,https://www.vivareal.com.br/imoveis-lancamento/rubem-franca-2489795795/
"Rua Francisco Derosso, 375 - Xaxim, Curitiba - PR",67,R$ 285.999,1 Vaga,3 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-3-quartos-xaxim-bairros-curitiba-com-garagem-67m2-venda-RS285999-id-2507602086/
"Rua Nilo Cairo - Centro, Curitiba - PR",36,R$ 250.000,1 Vaga,1 Quarto,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-1-quartos-centro-bairros-curitiba-com-garagem-36m2-venda-RS250000-id-2427784185/
"Rua João Geara, 127 - Portão, Curitiba - PR",80,R$ 618.000,2 Vagas,3 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-3-quartos-portao-bairros-curitiba-com-garagem-80m2-venda-RS618000-id-2500524989/
"Rua José Cadilhe, 804 - Água Verde, Curitiba - PR",189,R$ 1.799.000,3 Vagas,4 Quartos,5 Banheiros,https://www.vivareal.com.br/imovel/apartamento-4-quartos-agua-verde-bairros-curitiba-com-garagem-189m2-venda-RS1799000-id-2508784974/
"Rua Doutor Reynaldo Machado - Rebouças, Curitiba - PR",49,R$ 245.000,1 Vaga,1 Quarto,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-1-quartos-reboucas-bairros-curitiba-com-garagem-49m2-venda-RS245000-id-2509106799/
"Rua Hildebrando de Araújo, 298 - Jardim Botânico, Curitiba - PR",75,R$ 491.390,1 Vaga,2 Quartos,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-botanico-bairros-curitiba-com-garagem-75m2-venda-RS491390-id-2488882945/
"Rua Alferes Ângelo Sampaio, 2525 - Bigorrilho, Curitiba - PR",107-318,"A partir de
R$ 989.000",2-3 Vagas,2-4 Quartos,2-4 Banheiros,https://www.vivareal.com.br/imoveis-lancamento/soho-2525-2500517897/
"Rua Doutor Levy Buquéra, 500 - Sitio Cercado, Curitiba - PR",60,R$ 195.000,1 Vaga,3 Quartos,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-3-quartos-sitio-cercado-bairros-curitiba-com-garagem-60m2-venda-RS195000-id-2483195594/
"Rua Professor Pedro Viriato Parigot de Souza - Ecoville, Curitiba - PR",166,R$ 1.295.000,2 Vagas,3 Quartos,5 Banheiros,https://www.vivareal.com.br/imovel/apartamento-3-quartos-ecoville-bairros-curitiba-com-garagem-166m2-venda-RS1295000-id-2491160139/
"Rua Jerônimo Durski, 1533 - Bigorrilho, Curitiba - PR",132,R$ 580.000,1 Vaga,4 Quartos,3 Banheiros,https://www.vivareal.com.br/imovel/apartamento-4-quartos-bigorrilho-bairros-curitiba-com-garagem-132m2-venda-RS580000-id-2488350712/
"Rua Nicarágua, 1639 - Bacacheri, Curitiba - PR",56,R$ 240.000,1 Vaga,2 Quartos,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-2-quartos-bacacheri-bairros-curitiba-com-garagem-56m2-venda-RS240000-id-2476190106/
"Rua Desembargador Motta, 2012 - Centro, Curitiba - PR",90,R$ 850.000,2 Vagas,3 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-3-quartos-centro-bairros-curitiba-com-garagem-90m2-venda-RS850000-id-2483297019/
"Estrada Guilherme Weigert, 1655 - Boa Vista, Curitiba - PR",52,R$ 160.000,1 Vaga,2 Quartos,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-2-quartos-boa-vista-bairros-curitiba-com-garagem-52m2-venda-RS160000-id-2502810661/
"Rua Campos Sales, 1085 - Ahú, Curitiba - PR",168,R$ 1.346.554,4 Vagas,4 Quartos,5 Banheiros,https://www.vivareal.com.br/imoveis-lancamento/grand-vert-1038950832/
"Rua Professor Elevir Dionysio, 361 - Fazendinha, Curitiba - PR",60,R$ 220.000,1 Vaga,2 Quartos,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-2-quartos-fazendinha-bairros-curitiba-com-garagem-60m2-venda-RS220000-id-2510419890/
"Rua Padre Agostinho, 2026 - Bigorrilho, Curitiba - PR",63,R$ 305.000,1 Vaga,3 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-3-quartos-bigorrilho-bairros-curitiba-com-garagem-63m2-venda-RS305000-id-2509268227/
"Rua Pedro Américo - Novo Mundo, Curitiba - PR",66,R$ 363.000,1 Vaga,3 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-3-quartos-novo-mundo-bairros-curitiba-com-garagem-66m2-venda-RS363000-id-2507627194/
"Rua Atílio Bório - Cristo Rei, Curitiba - PR",87,R$ 380.000,1 Vaga,3 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-3-quartos-cristo-rei-bairros-curitiba-com-garagem-87m2-venda-RS380000-id-2467847984/
"Rua Iapó, 1174 - Prado Velho, Curitiba - PR",34,R$ 240.000,-- Vaga,1 Quarto,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-1-quartos-prado-velho-bairros-curitiba-34m2-venda-RS240000-id-2491595282/
"Rua Professora Regina Casagrande Marinoni - Prado Velho, Curitiba - PR",29,R$ 210.000,-- Vaga,1 Quarto,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-1-quartos-prado-velho-bairros-curitiba-29m2-venda-RS210000-id-2427784619/
"Rua Bento Viana, 1078 - Água Verde, Curitiba - PR",300-804,R$ 4.557.700,4-5 Vagas,4 Quartos,4 Banheiros,https://www.vivareal.com.br/imoveis-lancamento/rio-rhone-residence-2505523284/
"Rua João Pontoni, 98 - Cristo Rei, Curitiba - PR",88,R$ 400.000,1 Vaga,2 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-2-quartos-cristo-rei-bairros-curitiba-com-garagem-88m2-venda-RS400000-id-2477368575/
"Rua Doutor Manoel Pedro, 366 - Cabral, Curitiba - PR",117,R$ 1.050.000,2 Vagas,3 Quartos,4 Banheiros,https://www.vivareal.com.br/imovel/apartamento-3-quartos-cabral-bairros-curitiba-com-garagem-117m2-venda-RS1050000-id-2427697835/
"Rua Desembargador Motta, 2175 - Batel, Curitiba - PR",79,R$ 450.000,1 Vaga,2 Quartos,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-2-quartos-batel-bairros-curitiba-com-garagem-79m2-venda-RS450000-id-2472531192/
"Rua Vereador Washington Mansur, 120 - Ahú, Curitiba - PR",132,R$ 1.390.000,2 Vagas,3 Quartos,5 Banheiros,https://www.vivareal.com.br/imovel/apartamento-3-quartos-ahu-bairros-curitiba-com-garagem-132m2-venda-RS1390000-id-2503777479/
"Rua José Clementino Bettega - Capão Raso, Curitiba - PR",78,R$ 530.000,2 Vagas,3 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-3-quartos-capao-raso-bairros-curitiba-com-garagem-78m2-venda-RS530000-id-2430746551/
"Rua Comendador Macedo, 63 - Centro, Curitiba - PR",26,R$ 180.000,-- Vaga,1 Quarto,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-1-quartos-centro-bairros-curitiba-26m2-venda-RS180000-id-2474178602/
"Rua Engenheiro Arthur Bettes, 49 - Portão, Curitiba - PR",102-108,R$ 708.000,2 Vagas,3 Quartos,2 Banheiros,https://www.vivareal.com.br/imoveis-lancamento/evora-8279/
"Rua Guaianazes, 882 - Vila Izabel, Curitiba - PR",77-98,R$ 675.000,1-2 Vagas,2-3 Quartos,1-2 Banheiros,https://www.vivareal.com.br/imoveis-lancamento/stanford-9171/
"Rua Carlos de Campos, 59 - Boa Vista, Curitiba - PR",90,R$ 330.000,1 Vaga,3 Quartos,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-3-quartos-boa-vista-bairros-curitiba-com-garagem-90m2-venda-RS330000-id-2504426582/
"Rua Guaratuba, 51 - Ahú, Curitiba - PR",110-174,"A partir de
R$ 910.000",2-3 Vagas,3 Quartos,3-4 Banheiros,https://www.vivareal.com.br/imoveis-lancamento/terrasse-etoile-2434789273/
"Rua Íris Antônio Campos, 250 - Campo Comprido, Curitiba - PR",50,R$ 135.000,1 Vaga,2 Quartos,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-2-quartos-campo-comprido-bairros-curitiba-com-garagem-50m2-venda-RS135000-id-2505523114/
"Rua Santa Zita, 281 - Guaíra, Curitiba - PR",57,R$ 160.000,1 Vaga,3 Quartos,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-3-quartos-guaira-bairros-curitiba-com-garagem-57m2-venda-RS160000-id-2486011679/
"Rua Professor Dario Veloso - Vila Izabel, Curitiba - PR",48,R$ 410.000,1 Vaga,1 Quarto,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-1-quartos-vila-izabel-bairros-curitiba-com-garagem-48m2-venda-RS410000-id-2427784010/
"Rua Eugênio Flor - Pilarzinho, Curitiba - PR",91,R$ 330.000,1 Vaga,3 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-3-quartos-pilarzinho-bairros-curitiba-com-garagem-91m2-venda-RS330000-id-2427781684/
"Rua João Domachoski - Mossunguê, Curitiba - PR",112,R$ 600.000,1 Vaga,-- Quarto,3 Banheiros,https://www.vivareal.com.br/imovel/cobertura-mossungue-bairros-curitiba-com-garagem-112m2-venda-RS600000-id-2427770408/
"Rua Carneiro Lobo - Batel, Curitiba - PR",179,R$ 650.000,1 Vaga,3 Quartos,4 Banheiros,https://www.vivareal.com.br/imovel/apartamento-3-quartos-batel-bairros-curitiba-com-garagem-179m2-venda-RS650000-id-2427799294/
"Rua Eurípedes Garcez do Nascimento, 635 - Ahú, Curitiba - PR",150,R$ 1.643.200,3 Vagas,3 Quartos,3 Banheiros,https://www.vivareal.com.br/imoveis-lancamento/boulevart-residence-2436544804/
"Rua Moyses Marcondes - Juvevê, Curitiba - PR",158,R$ 500.000,1 Vaga,2 Quartos,3 Banheiros,https://www.vivareal.com.br/imovel/apartamento-2-quartos-juveve-bairros-curitiba-com-garagem-158m2-venda-RS500000-id-2427452458/
"Rua Marechal Mallet - Juvevê, Curitiba - PR",155,R$ 430.000,1 Vaga,4 Quartos,3 Banheiros,https://www.vivareal.com.br/imovel/apartamento-4-quartos-juveve-bairros-curitiba-com-garagem-155m2-venda-RS430000-id-2427747237/
"Rua Costa Rica - Bacacheri, Curitiba - PR",62,R$ 259.000,1 Vaga,3 Quartos,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-3-quartos-bacacheri-bairros-curitiba-com-garagem-62m2-venda-RS259000-id-2427746359/
"Rua Palmeiras - Água Verde, Curitiba - PR",94,R$ 820.000,2 Vagas,3 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-3-quartos-agua-verde-bairros-curitiba-com-garagem-94m2-venda-RS820000-id-2427704109/
"Rua Francisco Alves Guimarães - Cristo Rei, Curitiba - PR",52,R$ 210.000,-- Vaga,2 Quartos,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-2-quartos-cristo-rei-bairros-curitiba-52m2-venda-RS210000-id-2230405916/
"Rua Hilário Moro - Tingui, Curitiba - PR",61,R$ 425.000,1 Vaga,3 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-3-quartos-tingui-bairros-curitiba-com-garagem-61m2-venda-RS425000-id-2427780201/
"Rua Humberto Morona, 27 - Cristo Rei, Curitiba - PR",72-112,"A partir de
R$ 565.000",1-2 Vagas,2-3 Quartos,2-3 Banheiros,https://www.vivareal.com.br/imoveis-lancamento/terrasse-musique-8292/
"Rua Coronel Izaltino Pinho - Fanny, Curitiba - PR",54,R$ 280.000,1 Vaga,2 Quartos,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-2-quartos-fanny-bairros-curitiba-com-garagem-54m2-venda-RS280000-id-2427784810/
"Rua Vereador Antônio dos Reis Cavalheiro, 53 - Cabral, Curitiba - PR",160,R$ 1.350.000,3 Vagas,3 Quartos,5 Banheiros,https://www.vivareal.com.br/imovel/apartamento-3-quartos-cabral-bairros-curitiba-com-garagem-160m2-venda-RS1350000-id-2482565582/
"Rua Nossa Senhora de Nazaré, 2401 - Boa Vista, Curitiba - PR",74,R$ 305.000,1 Vaga,3 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-3-quartos-boa-vista-bairros-curitiba-com-garagem-74m2-venda-RS305000-id-2509187387/
"Rua Eduardo Aguirre Calabresi - Cristo Rei, Curitiba - PR",54,R$ 279.900,1 Vaga,2 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-2-quartos-cristo-rei-bairros-curitiba-com-garagem-54m2-venda-RS279900-id-2427784771/
"Rua José Cadilhe, 804 - Água Verde, Curitiba - PR",193,R$ 1.737.000,3 Vagas,4 Quartos,5 Banheiros,https://www.vivareal.com.br/imovel/apartamento-4-quartos-agua-verde-bairros-curitiba-com-garagem-193m2-venda-RS1737000-id-2489501479/
"Rua Tamoios, 333 - Vila Izabel, Curitiba - PR",90,R$ 670.000,2 Vagas,3 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-3-quartos-vila-izabel-bairros-curitiba-com-garagem-90m2-venda-RS670000-id-2495147979/
"Rua Santa Rita de Cássia, 93 - Ahú, Curitiba - PR",90,"A partir de
R$ 780.000",2 Vagas,3 Quartos,2 Banheiros,https://www.vivareal.com.br/imoveis-lancamento/terrasse-blanc-2093325474/
"Rua Martim Afonso, 2986 - Bigorrilho, Curitiba - PR",94,R$ 545.000,1 Vaga,3 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-3-quartos-bigorrilho-bairros-curitiba-com-garagem-94m2-venda-RS545000-id-2508972845/
"Vila Izabel, Curitiba - PR",10,R$ 111.111.111,-- Vaga,1 Quarto,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-1-quartos-vila-izabel-bairros-curitiba-10m2-venda-RS111111111-id-2468032917/
"Rua Alberto Folloni, 207 - Juvevê, Curitiba - PR",55,R$ 220.000,1 Vaga,2 Quartos,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-2-quartos-juveve-bairros-curitiba-com-garagem-55m2-venda-RS220000-id-2482658782/
"Avenida Fredolin Wolf, 641 - Pilarzinho, Curitiba - PR",53,R$ 167.000,1 Vaga,2 Quartos,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-2-quartos-pilarzinho-bairros-curitiba-com-garagem-53m2-venda-RS167000-id-2507562609/
"Rua Atílio Bório, 30 - Hugo Lange, Curitiba - PR",87,R$ 422.000,2 Vagas,3 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-3-quartos-hugo-lange-bairros-curitiba-com-garagem-87m2-venda-RS422000-id-2482068948/
"Rua Serafim França, 90 - Portão, Curitiba - PR",74,R$ 369.000,1 Vaga,3 Quartos,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-3-quartos-portao-bairros-curitiba-com-garagem-74m2-venda-RS369000-id-2509693377/
"Rua Vereador Washington Mansur, 120 - Ahú, Curitiba - PR",103-198,R$ 928.000,2-4 Vagas,3-4 Quartos,3-4 Banheiros,https://www.vivareal.com.br/imoveis-lancamento/wm-120-2482147486/
"Rua Paulo Setúbal, 5237 - Boqueirão, Curitiba - PR",160,R$ 445.000,2 Vagas,3 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-3-quartos-boqueirao-bairros-curitiba-com-garagem-160m2-venda-RS445000-id-2487100278/
"Rua Monteiro Lobato, 450 - Tingui, Almirante Tamandaré - PR",56,R$ 140.000,1 Vaga,2 Quartos,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-2-quartos-tingui-bairros-curitiba-com-garagem-56m2-venda-RS140000-id-2507427134/
"Rua Vinte e Nove de Junho, 207 - Bacacheri, Curitiba - PR",86,R$ 509.709,1 Vaga,3 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-3-quartos-bacacheri-bairros-curitiba-com-garagem-86m2-venda-RS509709-id-2509344961/
"Alameda Júlia da Costa, 2448 - Bigorrilho, Curitiba - PR",38,R$ 320.000,1 Vaga,1 Quarto,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-1-quartos-bigorrilho-bairros-curitiba-com-garagem-38m2-venda-RS320000-id-2484637205/
"Rua Professora Doracy Cezzarino - Portão, Curitiba - PR",126,R$ 849.000,2 Vagas,3 Quartos,5 Banheiros,https://www.vivareal.com.br/imovel/apartamento-3-quartos-portao-bairros-curitiba-com-garagem-126m2-venda-RS849000-id-2427731270/
"Rua Jovino do Rosário, 1790 - Boa Vista, Curitiba - PR",59,R$ 369.000,1 Vaga,2 Quartos,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-2-quartos-boa-vista-bairros-curitiba-com-garagem-59m2-venda-RS369000-id-2508454834/
"Rua Engenheiro Arthur Bettes, 49 - Portão, Curitiba - PR",102-108,R$ 708.000,2 Vagas,3 Quartos,2 Banheiros,https://www.vivareal.com.br/imoveis-lancamento/evora-8279/
"Rua Guaianazes, 882 - Vila Izabel, Curitiba - PR",77-98,R$ 675.000,1-2 Vagas,2-3 Quartos,1-2 Banheiros,https://www.vivareal.com.br/imoveis-lancamento/stanford-9171/
"Rua Santa Catarina, 418 - Água Verde, Curitiba - PR",51,R$ 270.000,1 Vaga,2 Quartos,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-2-quartos-agua-verde-bairros-curitiba-com-garagem-51m2-venda-RS270000-id-2505409588/
"Rua Colombo, 947 - Ahú, Curitiba - PR",73-84,R$ 500.000,1-2 Vagas,2-3 Quartos,2 Banheiros,https://www.vivareal.com.br/imoveis-lancamento/edificio-promenade-8282/
"Água Verde, Curitiba - PR",198,R$ 1.908.601,3 Vagas,3 Quartos,5 Banheiros,https://www.vivareal.com.br/imovel/apartamento-3-quartos-agua-verde-bairros-curitiba-com-garagem-198m2-venda-RS1908601-id-2497449079/
"Água Verde, Curitiba - PR",152,R$ 1.796.338,3 Vagas,3 Quartos,5 Banheiros,https://www.vivareal.com.br/imovel/apartamento-3-quartos-agua-verde-bairros-curitiba-com-garagem-152m2-venda-RS1796338-id-2505345079/
"Rua Coronel Ottoni Maciel, 215 - Vila Izabel, Curitiba - PR",94,R$ 880.000,2 Vagas,3 Quartos,3 Banheiros,https://www.vivareal.com.br/imovel/apartamento-3-quartos-vila-izabel-bairros-curitiba-com-garagem-94m2-venda-RS880000-id-2504157621/
"Rua Parintins, 216 - Vila Izabel, Curitiba - PR",103,R$ 720.000,2 Vagas,3 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-3-quartos-vila-izabel-bairros-curitiba-com-garagem-103m2-venda-RS720000-id-2494572076/
"Rua Marechal Mallet, 740 - Ahú, Curitiba - PR",124,R$ 850.000,2 Vagas,3 Quartos,3 Banheiros,https://www.vivareal.com.br/imovel/apartamento-3-quartos-ahu-bairros-curitiba-com-garagem-124m2-venda-RS850000-id-2510316616/
"Rua Brigadeiro Franco, 2190 - Água Verde, Curitiba - PR",69,R$ 475.000,1 Vaga,2 Quartos,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-2-quartos-agua-verde-bairros-curitiba-com-garagem-69m2-venda-RS475000-id-2507559420/
"Rua Oyapock, 40 - Cristo Rei, Curitiba - PR",77-132,"A partir de
R$ 562.000",1-2 Vagas,3 Quartos,2-3 Banheiros,https://www.vivareal.com.br/imoveis-lancamento/terrasse-botanique-2467082165/
"Rua Professor Assis Gonçalves, 911 - Água Verde, Curitiba - PR",105,R$ 754.000,2 Vagas,3 Quartos,3 Banheiros,https://www.vivareal.com.br/imovel/apartamento-3-quartos-agua-verde-bairros-curitiba-com-garagem-105m2-venda-RS754000-id-2494596077/
"Rua Tamoios, 333 - Água Verde, Curitiba - PR",90,R$ 670.000,2 Vagas,3 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-3-quartos-agua-verde-bairros-curitiba-com-garagem-90m2-venda-RS670000-id-2492769278/
"Rua Professor Álvaro Jorge, 286 - Vila Izabel, Curitiba - PR",94,R$ 679.900,2 Vagas,3 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-3-quartos-vila-izabel-bairros-curitiba-com-garagem-94m2-venda-RS679900-id-2496158635/
"Rua Professor Pedro Viriato Parigot de Souza, 3065 - Ecoville, Curitiba - PR",245,R$ 2.445.000,4 Vagas,4 Quartos,5 Banheiros,https://www.vivareal.com.br/imovel/apartamento-4-quartos-ecoville-bairros-curitiba-com-garagem-245m2-venda-RS2445000-id-2510711789/
"Rua João Bettega, 644 - Portão, Curitiba - PR",49,R$ 209.900,1 Vaga,2 Quartos,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-2-quartos-portao-bairros-curitiba-com-garagem-49m2-venda-RS209900-id-2510585278/
